Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.588235294118
Non Wetland,0.0,-0.0103101894129
Wetland - Medium Probability,0.0,5.91882750846
Wetland - High Probability,0.0,-40.0587659158
Wetland - Low Probability,0.0,8.57431069267
