Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.0676967187002
Wetland - Medium Probability,0.0,5.31504065041
Wetland - High Probability,0.0,-13.1114808652
Wetland - Low Probability,0.0,2.18908396386
