Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.0437421400842
Wetland - Medium Probability,0.0,-13.4833228446
Wetland - High Probability,0.0,-43.32247557
Wetland - Low Probability,0.0,9.69406561003
