Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.0453943635332
Wetland - Medium Probability,0.0,-12.1726822364
Wetland - High Probability,0.0,13.5531135531
Wetland - Low Probability,0.0,7.24840566184
