Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.00848248367122
Non Wetland,0.0,-0.000372926992091
Wetland - Medium Probability,0.0,-56.2964294273
Wetland - High Probability,0.0,-70.641509434
Wetland - Low Probability,0.0,28.3376074823
