Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.0158648316345
Wetland - Medium Probability,0.0,8.75085792725
Wetland - High Probability,0.0,-52.7131782946
Wetland - Low Probability,0.0,-3.26386158081
