Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.0167897918066
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-32.049689441
Wetland - High Probability,0.0,-60.44546851
Wetland - Low Probability,0.0,33.4351390452
