Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-1.11111111111
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-69.6558603491
Wetland - High Probability,0.0,-402.141057935
Wetland - Low Probability,0.0,55.7704953968
