Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.0166085367879
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-29.7764820214
Wetland - High Probability,0.0,-77.3934030571
Wetland - Low Probability,0.0,31.6721686135
