Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.00167421925575
Wetland - Medium Probability,0.0,-7.62711864407
Wetland - High Probability,0.0,-29.3827160494
Wetland - Low Probability,0.0,14.2489270386
