Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.00308452630245
Wetland - Medium Probability,0.0,-47.0000972416
Wetland - High Probability,0.0,-411.222222222
Wetland - Low Probability,0.0,39.5599739244
