Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-24.9683143219
Wetland - High Probability,0.0,-106.060606061
Wetland - Low Probability,0.0,27.4910295335
