Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.0041761500073
Non Wetland,0.0,-0.0510222675753
Wetland - Medium Probability,0.0,-6.3391311516
Wetland - High Probability,0.0,-4.40137656222
Wetland - Low Probability,0.0,5.07277295785
