Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.0413793103448
Non Wetland,0.0,-0.00485377988108
Wetland - Medium Probability,0.0,-8.69120654397
Wetland - High Probability,0.0,-93.2312651088
Wetland - Low Probability,0.0,15.1051953628
