Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-11.1512039414
Wetland - High Probability,0.0,-72.966507177
Wetland - Low Probability,0.0,28.2847859545
