Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-28.5517241379
Wetland - High Probability,0.0,-95.9706959707
Wetland - Low Probability,0.0,29.6373056995
