Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-20.9533787323
Wetland - High Probability,0.0,-114.298018949
Wetland - Low Probability,0.0,37.1962943541
