Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.00641140717564
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-44.6094145436
Wetland - High Probability,0.0,-33.6734693878
Wetland - Low Probability,0.0,30.055917987
