Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.000935873919065
Wetland - Medium Probability,0.0,-33.7963809176
Wetland - High Probability,0.0,-67.0910493827
Wetland - Low Probability,0.0,35.6723983699
