Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.000661936030501
Wetland - Medium Probability,0.0,-28.1880977683
Wetland - High Probability,0.0,-192.344497608
Wetland - Low Probability,0.0,28.934718561
