Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-99.7380827658
Wetland - High Probability,0.0,-1022.44897959
Wetland - Low Probability,0.0,53.517364203
