Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.00802226982103
Wetland - Medium Probability,0.0,-32.4003650745
Wetland - High Probability,0.0,-19.8952879581
Wetland - Low Probability,0.0,13.7716676629
