Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-22.3115014482
Wetland - High Probability,0.0,-65.8063042485
Wetland - Low Probability,0.0,42.9935525994
