Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.00353631798573
Non Wetland,0.0,-0.0281084015043
Wetland - Medium Probability,0.0,-10.1206953826
Wetland - High Probability,0.0,-44.0464666021
Wetland - Low Probability,0.0,9.34226430298
