Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,-0.0219154065308
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-37.573964497
Wetland - High Probability,0.0,-44.494892168
Wetland - Low Probability,0.0,30.6570931245
