Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.00183635336948
Wetland - Medium Probability,0.0,-56.6319444444
Wetland - High Probability,0.0,-98.6928104575
Wetland - Low Probability,0.0,31.9787202601
