Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,-0.0134455589319
Wetland - Medium Probability,0.0,10.4809913884
Wetland - High Probability,0.0,-20.3513423931
Wetland - Low Probability,0.0,3.4355479841
