Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-15.7551714367
Wetland - High Probability,0.0,-51.2649164678
Wetland - Low Probability,0.0,47.8720281773
