Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-36.0951008646
Wetland - High Probability,0.0,-120.529801325
Wetland - Low Probability,0.0,22.1760321101
