Class,Percentage area change from 2017 (2017),Percentage area change from 2017 (2018)
Permanent Water,0.0,0.0
Non Wetland,0.0,0.0
Wetland - Medium Probability,0.0,-89.7751124438
Wetland - High Probability,0.0,-148.251748252
Wetland - Low Probability,0.0,30.6904146318
